Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,4.5,4.5,4.5,4.5,4.5,0
2023-01-04,4.5,4.5,4.5,4.5,4.5,0
2023-01-05,4.5,4.5,4.5,4.5,4.5,0
2023-01-06,4.5,4.5,4.5,4.5,4.5,0
2023-01-09,4.5,4.5,4.5,4.5,4.5,0
2023-01-10,4.5,4.5,4.5,4.5,4.5,0
2023-01-11,4.5,4.5,4.5,4.5,4.5,0
2023-01-12,4.5,4.5,4.5,4.5,4.5,0
2023-01-13,4.5,4.5,4.5,4.5,4.5,0
2023-01-17,4.5,4.5,4.25,4.5,4.5,500
2023-01-18,4.5,4.5,4.5,4.5,4.5,0
2023-01-19,4.5,4.5,4.5,4.5,4.5,0
2023-01-20,4.5,4.5,4.5,4.5,4.5,0
2023-01-23,4.5,4.5,4.5,4.5,4.5,0
2023-01-24,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,200
2023-01-25,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0
2023-01-26,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0
2023-01-27,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0
2023-01-30,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0
2023-01-31,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0
2023-02-01,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0
2023-02-02,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0
2023-02-03,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,200
2023-02-06,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0
2023-02-07,3.8499999046325684,3.8499999046325684,3.5,3.5,3.5,2200
2023-02-08,3.5,3.5,3.5,3.5,3.5,0
2023-02-09,3.5,3.5,3.5,3.5,3.5,0
2023-02-10,3.490000009536743,3.490000009536743,3.490000009536743,3.490000009536743,3.490000009536743,300
2023-02-13,3.490000009536743,3.490000009536743,3.490000009536743,3.490000009536743,3.490000009536743,0
2023-02-14,3.490000009536743,3.490000009536743,3.25,3.25,3.25,3200
2023-02-15,3.5,3.5,3.5,3.5,3.5,200
2023-02-16,3.5,3.5,3.5,3.5,3.5,0
2023-02-17,3.5,3.5,3.5,3.5,3.5,0
2023-02-21,3.5,3.5,3.5,3.5,3.5,0
2023-02-22,3.5,3.5,3.5,3.5,3.5,0
2023-02-23,3.5,3.5,3.5,3.5,3.5,0
2023-02-24,3.5,3.5,3.5,3.5,3.5,0
2023-02-27,3.5,3.5,3.5,3.5,3.5,0
2023-02-28,3.5,3.5,3.5,3.5,3.5,0
2023-03-01,3.5,3.5,3.5,3.5,3.5,0
2023-03-02,3.5,3.5,3.5,3.5,3.5,0
2023-03-03,3.5,3.5,3.5,3.5,3.5,0
2023-03-06,3.5,3.5,3.5,3.5,3.5,0
2023-03-07,3.5,3.5,3.5,3.5,3.5,600
2023-03-08,3.5,3.5,3.5,3.5,3.5,0
2023-03-09,3.5,3.5,3.5,3.5,3.5,0
2023-03-10,3.5,3.5,3.5,3.5,3.5,0
2023-03-13,3.5,3.5,3.5,3.5,3.5,0
2023-03-14,3.5,3.5,3.5,3.5,3.5,0
2023-03-15,3.5,3.5,3.5,3.5,3.5,0
2023-03-16,3.5,3.5,3.5,3.5,3.5,0
2023-03-17,3.5,3.5,3.5,3.5,3.5,0
2023-03-20,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,100
2023-03-21,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,0
2023-03-22,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,100
2023-03-23,3.009999990463257,3.009999990463257,3.0,3.0,3.0,600
2023-03-24,2.890000104904175,2.890000104904175,2.890000104904175,2.890000104904175,2.890000104904175,100
2023-03-27,2.5199999809265137,4.25,2.5,4.25,4.25,8900
2023-03-28,4.25,4.25,4.25,4.25,4.25,0
2023-03-29,4.25,4.25,4.25,4.25,4.25,0
2023-03-30,4.25,4.25,4.25,4.25,4.25,0
2023-03-31,4.25,4.25,4.25,4.25,4.25,0
2023-04-03,4.25,4.25,4.25,4.25,4.25,0
2023-04-04,4.199999809265137,4.25,3.3499999046325684,4.25,4.25,14500
2023-04-05,4.25,4.25,4.25,4.25,4.25,0
2023-04-06,4.25,4.25,4.25,4.25,4.25,0
2023-04-10,4.25,4.25,4.25,4.25,4.25,0
2023-04-11,4.199999809265137,4.21999979019165,4.179999828338623,4.21999979019165,4.21999979019165,700
2023-04-12,4.21999979019165,4.21999979019165,4.199999809265137,4.199999809265137,4.199999809265137,1300
2023-04-13,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,800
2023-04-14,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,1500
2023-04-17,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,0
2023-04-18,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,0
2023-04-19,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,0
2023-04-20,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,0
2023-04-21,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,0
2023-04-24,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,0
2023-04-25,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,0
2023-04-26,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,4.179999828338623,0
2023-04-27,3.200000047683716,3.200000047683716,3.049999952316284,3.049999952316284,3.049999952316284,400
2023-04-28,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-01,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-02,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-03,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-04,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-05,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-08,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-09,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-10,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-11,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-12,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-15,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-16,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-17,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-18,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-19,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-22,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2023-05-23,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,100
2023-05-24,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,0
2023-05-25,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,2.5299999713897705,0
2023-05-26,2.5199999809265137,2.549999952316284,2.5199999809265137,2.549999952316284,2.549999952316284,400
2023-05-30,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,0
2023-05-31,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,0
2023-06-01,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,0
2023-06-02,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,0
2023-06-05,2.5,2.5199999809265137,2.5,2.5199999809265137,2.5199999809265137,200
2023-06-06,2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,0
2023-06-07,2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,0
2023-06-08,1.690000057220459,1.690000057220459,1.6799999475479126,1.6799999475479126,1.6799999475479126,1100
2023-06-09,1.6799999475479126,1.6799999475479126,1.6799999475479126,1.6799999475479126,1.6799999475479126,300
2023-06-12,1.6799999475479126,1.6799999475479126,1.6799999475479126,1.6799999475479126,1.6799999475479126,0
2023-06-13,2.0,2.0,2.0,2.0,2.0,100
2023-06-14,2.0,2.0,2.0,2.0,2.0,0
2023-06-15,2.0,2.0,2.0,2.0,2.0,0
2023-06-16,2.0,2.0,2.0,2.0,2.0,0
2023-06-20,2.0,2.0,2.0,2.0,2.0,0
2023-06-21,2.0,2.0,2.0,2.0,2.0,0
2023-06-22,2.0,2.0,2.0,2.0,2.0,0
2023-06-23,2.0,2.0,2.0,2.0,2.0,0
2023-06-26,2.0,2.0,2.0,2.0,2.0,0
2023-06-27,2.0,2.0,2.0,2.0,2.0,0
2023-06-28,1.1299999952316284,1.149999976158142,1.1299999952316284,1.149999976158142,1.149999976158142,1500
2023-06-29,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,1.149999976158142,300
2023-06-30,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,100
2023-07-03,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-05,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-06,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-07,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-10,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-11,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-12,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-13,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-14,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-17,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-18,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-19,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-20,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-21,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-24,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-25,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-26,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-27,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-28,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-07-31,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-01,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-02,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-03,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-04,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-07,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-08,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-09,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-10,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-11,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-14,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-15,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-16,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-17,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-18,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0
2023-08-21,2.0299999713897705,2.0299999713897705,2.0,2.0,2.0,1900
2023-08-22,2.0,2.0,2.0,2.0,2.0,0
2023-08-23,0.75,0.75,0.75,0.75,0.75,2000
2023-08-24,0.75,0.75,0.75,0.75,0.75,0
2023-08-25,0.75,0.75,0.75,0.75,0.75,0
2023-08-28,0.75,0.75,0.75,0.75,0.75,0
